rating, date, color, configuration, verified_reviews
5.0,"February 10, 2020",Charcoal,Echo,Works great in the kitchen/dining room.  Just the right amount of volume when hosting.  If you had a larger area you wanted to use it in you may want to pay for the next size up speaker system!
4.0,"January 1, 2020",Charcoal,Echo,Great sound boost but not worth full price. Wait for a sale. Got mine for $60.
5.0,"January 21, 2020",Sandstone,Echo,"This is a wonderful product. I recommend it to my family and a few friends so far, and they love it."
5.0,"January 24, 2020",Twilight Blue,Echo,I'm pleased with the sound quality of the echo 3 and enjoy the design as well.
5.0,"December 24, 2019",Charcoal,Echo,"Family love’s it, great speaker and great level of sound too. Highly recommended"
4.0,"January 21, 2020",Limited Edition (RED),Echo,Didnt have much of a problem setting it up but not compatible with my snart TV
5.0,"January 10, 2020",Charcoal,Echo,"Alexa and I are getting along great, I especially appreciate hands free music"
5.0,"December 31, 2019",Charcoal,Echo,Sounds great and the person I got it for loves it. Was easy for her to set up
5.0,"January 10, 2020",Heather Gray,Echo,very nice add-on devices for the home.  Comes in handy in the home once setup
5.0,"January 18, 2020",Charcoal,with $10 Smart Plug,This is the 2nd echo I bought and being bundled with a smart plug was a win win.
5.0,"January 12, 2020",Twilight Blue,Echo,Although this was a Christmas gift i know the person is very pleased with ut.
5.0,"January 13, 2020",Charcoal,Echo,"It’s louder than the previous generation echo. I really love my Alexa, I ask it everything and I feel like I’m more prepared for the day when I leave my room."
5.0,"December 27, 2019",Charcoal,Echo,"It works well, we just need to learn how to phrase requests properly to get the response we need. We purchased a Fire Stick at the same time and they work well together. The speaker on the echo is very loud and it also pairs well with a bluetooth speaker to extend the range."
5.0,"January 18, 2020",Twilight Blue,with $10 Smart Plug,"I had a dot and wanted something bigger for my living room, this was perfect. Very loud for playing music and alexa picks up my voice from a good distance away. The smart plug is awesome, I'm definitely buying more."
5.0,"December 13, 2019",Twilight Blue,Echo,The twilight blue is a refreshing new color that made a color choice an easy decision. The sound quality is significantly improved even though I never had a problem with my 2nd edition sound quality. I like that the design now matches my 3rd edition echo dot. I am happy all the way around.
5.0,"February 16, 2020",Charcoal,Echo,"Time, alarms, weather, call phone, timers, read kindle n audible books, lights...."
4.0,"December 15, 2019",Twilight Blue,Echo,"I like it.... But now I have the Echo Studio, so this is taking a back seat."
5.0,"January 12, 2020",Charcoal,Echo,This was a gift but we use it primarily to listen to music.  Easy set up.  Sound quality is great.
5.0,"February 10, 2020",Twilight Blue,Echo,It is a lot clearer voice and has a little more sensitivity with microphones
5.0,"January 8, 2020",Charcoal,with $10 Smart Plug,Very nice upgrade. She is starting to control my house well. Very nice assistant.
1.0,"December 1, 2019",Charcoal,Echo,"Racial discrimination against Puerto Rico buyers. Impose geographical restrictions for Spotify on certain parts of the US. My mistake, next time I will go with Google."
5.0,"January 2, 2020",Twilight Blue,Echo,I got this to replace echo (2nd Gen) . I  have to say the sound is an upgrade and it is more versatile with what it can do.
5.0,"February 13, 2020",Heather Gray,Echo,Still learning. Trying to hook my tv to echo but like what I can do with it so far
5.0,"December 16, 2019",Twilight Blue,Echo,I’m glad that I got this. Sound is better than the dot for music listening.
5.0,"January 10, 2020",Charcoal,Echo,Really enjoying having my music played on Alexa and asking for the weather.
5.0,"January 7, 2020",Twilight Blue,Echo,I bought this for my mom and she loves it. It has become a great assistance for her. She loves to get recipes and listen to music when she is cooking.  My only negative is wish it could call 911 in a emergency.
5.0,"January 19, 2020",Charcoal,Echo,Very good sound. Has a lot of content. Some questions it just dont understand. Overall satisfied.
4.0,"February 13, 2020",Charcoal,Echo,The 3rd generation is really a good speaker for the money.  I'll get another.
4.0,"December 27, 2019",Charcoal,Echo,Just a bit better looking and noticeably better sounding than second edition..
5.0,"December 24, 2019",Charcoal,Echo,The Echo 3 is great around the house saves so much extra time when you have smart lights. Honestly is a great device for your dollar. The voice recognition still allows other voices to take control but works. Haven’t had to use tech support. Anyways I love the device and wish I could have some more to link up to eachother I just wish the smart lights were cheaper 😂😂.
5.0,"December 23, 2019",Heather Gray,Echo,Works well. Great customer support when I had problem syncing two devices.
5.0,"February 6, 2020",Heather Gray,Echo,Got mi w for Christmas....Loved it!! 🥰❤️ The quality of sound is Awesome!
5.0,"January 21, 2020",Twilight Blue,Echo,Product works great in my kitchen. It controls my lights in my kitchen while my other Alex controls the living room. Great addition
5.0,"January 11, 2020",Charcoal,Echo,"Sound quality is great, easy to set up and will provide automatic help if needed."
5.0,"January 10, 2020",Charcoal,Echo,Alexa companion with multi room music capability. I put one in every room of my house and it makes for great sound and smart home capabilities
5.0,"December 8, 2019",Twilight Blue,Echo,It works much better than the version 1 that I had in recognizing my voice.
5.0,"January 12, 2020",Charcoal,Echo,"So far, this device works very well. It hears  better than the echo dots we already have, and the sound quality is good."
5.0,"December 23, 2019",Charcoal,Echo,"I can make phone calls, listen to music, hear a joke and more. I love it."
5.0,"January 5, 2020",Charcoal,Echo,Have it hooked up to my security system. Awesome hands free help with lights and other appliances. Plus it answers your questions without needing to google stuff.
5.0,"January 10, 2020",Heather Gray,with $10 Smart Plug,I really didn't get all the hype but decided to try..  that's all it took now I'm a total fan
5.0,"February 17, 2020",Charcoal,Echo,Very surprised at the sound quality using two Echos for right and left channels with the Sub.
5.0,"December 30, 2019",Charcoal,with $10 Smart Plug,So far we are loving our echo! It’s helpful and we love the ability to play music.
5.0,"January 14, 2020",Limited Edition (RED),Echo,When I received the product it was somehow mapped to Canada and was not recognizing the US address. I had to call support and get that fixed. The support people were helpful and they fixed it. I like the color and the device works perfectly.
5.0,"December 26, 2019",Charcoal,Echo,Great to take out on patio for music while enjoying beautiful weather in Florida.
5.0,"February 22, 2020",Charcoal,Echo,"Love it! First Alexa I bought was 4 years ago & it’s still working great in the kitchen. I added this new one for the bedroom for music, asking the temp & time before I get out of bed. Connecting it to my new amazon smart plug was very easy so turning off my lamp is thru voice recognition now. Smart!"
4.0,"November 2, 2019",Twilight Blue,Echo,"Didn't see anything in the instructions telling me , once internet was activated, to turn off the red surface lights to start it working. Once I figured that out, it turned on, and I was able to restart the old one in another room."
5.0,"January 2, 2020",Twilight Blue,Echo,I use this in my office for music and news.  Great device - easy to use.
5.0,"November 16, 2019",Twilight Blue,Echo,"Excellent Smart Speaker, smooth sound, informative, and easy to install."
5.0,"January 10, 2020",Limited Edition (RED),Echo,I love the color red and this echo has a great sound better than the last two I bought.
5.0,"January 21, 2020",Charcoal,Echo,Christmas gift for the wife. She loves it. Well... she plainly likes to be the boss! 😆
5.0,"January 31, 2020",Charcoal,Echo,This is my 3 one . love Alexa with the power subwoofer sound quality is very good
5.0,"December 28, 2019",Charcoal,Echo,I bought this one to play music and it has really nice speakers and sounds good.
5.0,"January 2, 2020",Sandstone,Echo,"The 3rd Generation echo is excellent, my wife and I love it, we talk to Alexa and we are pleased with what we ask. I recommend it"
5.0,"January 13, 2020",Twilight Blue,Echo,The hardest part of this was getting her to stay on she would stay on for a while and then cut off stay on for a while and cut off we finally got that rectified and she's doing great that is the only problem I see with mine
5.0,"December 12, 2019",Twilight Blue,Echo,The set up is easy and ease of use is great and the sound is impressive.
5.0,"December 24, 2019",Charcoal,Echo,"I have the first echo which I love, but the resonance and bass of the new gen is a great improvement!"
5.0,"December 15, 2019",Charcoal,Echo,I bought this for my wife’s birthday and she immediately started smiling. Thank you Amazon! Sound quality is great and my wife loves her new Echo.
5.0,"January 6, 2020",Heather Gray,Echo,Great product!!! Rarely have to repeat myself. Great games for family. Well worth the purchase !!!
5.0,"February 13, 2020",Sandstone,Echo,Great product. I am glad i bought this. I had a little trouble setting this up but tech support was excellent in helping me out.
5.0,"January 14, 2020",Charcoal,Echo,"works great if Alexa can understand you, a lot of the time, she doesn't"
5.0,"December 27, 2019",Twilight Blue,Echo,My first experience with this product I love it and it does a great job
5.0,"December 6, 2019",Charcoal,Echo,I love that you can ask Alexa anything; especially to play music! It was the gift I didn't even realize that I wanted until I got it and used it!
5.0,"December 24, 2019",Charcoal,Echo,To provide my wife with an easier way to summon help when needed; for the weather; to play music.  Its small size belies its room filling sound!  Its size also allows it to fit almost anywhere!!  I bought too one for our bedroom and one for the living room.  I am very pleasesed with my purchase!  I highly recommend this product!!
3.0,"January 7, 2020",Charcoal,Echo,"Out of the box the Echo 3 could not log on to WiFi.  Only after a tech spent half an hour on the phone with me, taking steps only he could take, was the device usable."
5.0,"January 30, 2020",Charcoal,Echo,Sleek style with plenty of volume is perfect for the garage or office!
5.0,"February 12, 2020",Charcoal,with $10 Smart Plug,This speaker is very nice. It is loud but clear. She does a great job.
5.0,"January 9, 2020",Heather Gray,Echo,Love my new echo! Amazon music sounds fantastic. Have an echo dot...but wanted an improved sound system and got it! Bravo!
5.0,"January 7, 2020",Charcoal,Echo,Love this as an upgrade!  Sound is much better than what I had previously.  Also like the button to turn off the mic!
5.0,"January 27, 2020",Twilight Blue,Echo,"If you're someone who likes to have music around the house, listen to podcasts while you're in the shower and cooking, like to have the news given to you.. just a great speaker. You'll enjoy it."
5.0,"December 22, 2019",Charcoal,Echo,"I think it's very good team and I recommend it, I like it very much for my reminders it is the best"
5.0,"February 2, 2020",Sandstone,Echo,"I like the ease of use, sound and look of this latest generation of echo."
5.0,"January 10, 2020",Twilight Blue,Echo,First echo device that I’m truly impressed with sound quality. Other devices in household include 3rd gen dots and echo show 5. I was instantly surprised with volume and depth of speakers. Alexa promptly responds to voice commands. Would recommend this smart speaker. Also like the twilight color.
4.0,"December 14, 2019",Charcoal,Echo,"It has good sound but compared to 1st gen, the sound is a little muffled. Also I really miss the volume ring. It’s still a very good speaker. Am keeping my old one and giving it to a friend for Christmas."
5.0,"December 15, 2019",Charcoal,Echo,I have to play music all day long so this works for me...good sound quality.
5.0,"January 30, 2020",Charcoal,Echo,"Never thought we would enter the 21st century. But we did and not looking back. Love it and use it everyday. Also bought some smart plugs for light, etc. Works great!"
5.0,"February 19, 2020",Limited Edition (RED),Echo,I love the whole Alexa echo!!! Haven't found any down side to my Alexa echo!!!!
5.0,"January 22, 2020",Heather Gray,Echo,beautiful sound. Received as a Christmas gift and I love it❣️❣️❣️❣️❣️
5.0,"December 16, 2019",Charcoal,Echo,I’ve never really gotten into tech stuff but man I love my echo. For so many reasons.
5.0,"January 5, 2020",Charcoal,Echo,Device sound is better than I expected Response time is very quick Kids like to play too
4.0,"January 30, 2020",Charcoal,Echo,Great quality! Only thing I’ve been a little disappointed with is that I’ve had to relink my Apple account several times for no reason. Not sure if it’s a bug with the software but a little annoying. And it doesn’t always play the music I tell it to. But overall I’m happy with it.
5.0,"December 20, 2019",Twilight Blue,Echo,Sounds amazing! I had the echo dot connected to an external speaker and doubted whether the echo 3rd gen will sound better. Bought it to try and test it against what I had.... By now I can tell u that the echo 3rd gen sounds much better. Love the sound quality!
5.0,"February 4, 2020",Twilight Blue,Echo,"I love having this in my bedroom.  I can play sleep sounds, music, talk to people, etc while I relax."
5.0,"January 5, 2020",Limited Edition (RED),Echo,We purchased this one for our son for Christmas and compared to the previous generation echo this one is amazing as far as sound quality. Highly recommended.
5.0,"November 12, 2019",Charcoal,Echo,Really like sound and size of this new Echo. Easy set up and works like a charm.
4.0,"January 2, 2020",Charcoal,Echo,Bought in December 2019. Music quality is especially good only in Stereo.  Biggest disappointment is not being able to link music on other devices to both speakers.  Stereo sound quality only works through Wifi streaming.
3.0,"January 1, 2020",Twilight Blue,Echo,"The sound quality when compared side by side with the smaller 3rd generation speaker was not abundantly noticeable.  Sure it can play a little louder and offers a little more dynamic range, but not an additional $50 worth.  It is also annoying that you have to have two of the same speaker to put into stero mode versus allowing you to use two different speakers."
5.0,"January 7, 2020",Charcoal,Echo,It sounds great to me.  I'm also impressed by how well the microphones pick up my voice.
5.0,"January 29, 2020",Charcoal,Echo,This is my 8th Echo (including the Automobile Model).  All are great.  The latest model is the best!
2.0,"February 8, 2020",Sandstone,Echo,It doesn't work as well as the small I ordered about a year earlier!! I expected it to work better but it does not.  I ordered it so I could listen to WMWK family radio from Milwaukuee 88.1 but Alexa cannot find that station.  The little elcho from last year can find and play it but not the new larger more expensive one.  Very disappointed!!!!
2.0,"December 22, 2019",Twilight Blue,Echo,"El producto es bastante fantástico y genial, me ah dejado asombrado un equipo bastante eficiente y activo formando parte de una inteligencia artificial amigable aunque, sin lugar a duda hace falta la conexión por vía bloutouh, ya que tiene la debilidad de algunas redes inalambricas; El problema sería solucionado con este tipo de conexión."
4.0,"January 7, 2020",Heather Gray,Echo,Much better however on occasion cuts out . I think it’s just our poor wi fi source .
5.0,"February 13, 2020",Charcoal,Echo,"Wow great product,fun worth the price!!! MAKES YOU LIFE WAY EASIER MUST GET !!!!"
5.0,"January 28, 2020",Charcoal,Echo,This works great with all my smart home devices and sound is perfect
5.0,"December 27, 2019",Charcoal,Echo,"Voice recognition and versatility of this is excellent.  I like the ability that you can change the names of area, groups, and items. Your not stuck with what someone else thought it ought to be called."
5.0,"January 22, 2020",Heather Gray,Echo,Everything appears to be as advertised. Simple to set up and operate.
5.0,"December 9, 2019",Charcoal,Echo,"Great sound and smaller size. Bought three, that's how great it is."
5.0,"December 25, 2019",Charcoal,Echo,"Sounds great, does everything and has turn off button for Mic !!!!!"
5.0,"November 7, 2019",Twilight Blue,Echo,Fantastic sound from a great product. Can't go wrong with Echo items. Love the the Twilight Blue color.
5.0,"December 10, 2019",Sandstone,Echo,"Great upgrade from our gen2, better sound quality and microphone performance."
5.0,"January 13, 2020",Charcoal,Echo,Its an Amazon Product... simply said... Works Great. Thanks Amazon.
4.0,"January 30, 2020",Charcoal,Echo,"Alexa is great, the sound is better in this generation. The lack a giving the user a viable solution to playing their own music library from the echo is very disappointing."
5.0,"December 30, 2019",Charcoal,Echo,I am thoroughly enjoying my echo...primarily for music and questions.
2.0,"January 7, 2020",Charcoal,Echo,I’m to old it wouldn’t listen to me unless I pushed the button down
5.0,"December 30, 2019",Charcoal,Echo,I use my Echo to stream Sirius XM radio in my home.  I can use it to listen in any room that I choose.
5.0,"January 3, 2020",Charcoal,Echo,Sound quality was much better that the Echo dot. I primarily use this for listening to music.
5.0,"January 9, 2020",Limited Edition (RED),Echo,"This was a gift for someone, happy to say they love it . . The end"
5.0,"December 29, 2019",Heather Gray,Echo,Gift for mom and she loves it. Easy to use for a non techy person.
1.0,"January 25, 2020",Charcoal,Echo,The Echo worked well for about a good month and then just stopped playing music !! It would answer questions and give the weather and time but NO music. Then I unplugged my smaller Dot from downstairs and now the 3rd Gen Echo is all better - playing anything I request. Guess she didn’t want any company 🤷‍♀️
5.0,"November 14, 2019",Heather Gray,Echo,This one is much better sound quality than the dot ..I highly recommend
4.0,"December 22, 2019",Charcoal,Echo,"There is a definite learning curve with a wealth of capabilities that are a bit overwhelming. Without joining Spotify, Apple Music, Amazon Music Plus, requesting classical music is doable but limited and Alexa beats you up a bit before grudgingly plays something."
5.0,"January 3, 2020",Twilight Blue,with $10 Smart Plug,"I haven’t finished setting it up yet to do all the voice commands, but it sounds terriffic"
5.0,"December 26, 2019",Charcoal,Echo,I am using for Music and it sounds real good. Just got it and haven’t explored it any further yet.
1.0,"January 5, 2020",Charcoal,Echo,I like it alot it play music i like and answer questions like what’s the weather and it also inform me of packages from Amazon so I think it’s pretty cool
5.0,"December 23, 2019",Charcoal,Echo,I like listening to Audible books as i'm cooking and this thing delivers good quality sound.
5.0,"January 2, 2020",Charcoal,Echo,Love the newest Echo!!!  Now if we can just make a weatherproof one that I can mount outside by my patio and or pool.
4.0,"January 11, 2020",Heather Gray,Echo,"Overall it’s great, the only thing I wish it could do is act as a Bluetooth speaker for the music I have in the library on my iPhone."
5.0,"November 15, 2019",Heather Gray,Echo,Great speaker works great with voice commands Sound is good for music
5.0,"December 30, 2019",Charcoal,Echo,"This is so enjoyable.  We have used it to play Christmas music, set alarms and use with calendar."
5.0,"December 29, 2019",Sandstone,Echo,Far better sound than the echo 1.  Paired with another echo and sound is amazing.
4.0,"December 12, 2019",Charcoal,Echo,"I have to travel for work. Overall this Amazon echo is an outstanding purchase for me.  The only drawback is that it has difficulty connecting to hotel Wi-Fi. Other than that, nothing but high marks."
5.0,"January 6, 2020",Charcoal,Echo,The Echo (3rd gen) has very good sound and good voice recognition.
5.0,"December 20, 2019",Sandstone,Echo,"Amazing sound. Also, the white color is very nice and looks great in my daughter's bedroom with her white furniture."
5.0,"December 20, 2019",Charcoal,Echo,i love my alexa she is so informed and good sound and good music
5.0,"October 31, 2019",Charcoal,Echo,It was very easy to setup and use by the way it works great I like it
5.0,"December 15, 2019",Charcoal,Echo,Sounds is great for music and the while enjoyable the technology
5.0,"January 10, 2020",Charcoal,Echo,"sounds much better than previous generations.. i have the 1st OG echo, the gen 2... and now the 3rd and it does sound the best.  i miss the ring turning for the volume though. :)"
5.0,"February 10, 2020",Charcoal,Echo,Great for music from my phone but can’t use it for my tv speaker
5.0,"December 28, 2019",Charcoal,Echo,Very loud fills sound of my entire basement which is really big.
5.0,"January 7, 2020",Charcoal,Echo,"My Alexa was a Christmas gift, and I love my new “toy”.  I’m still learning all the questions she’s able to answer, and I find it amazing!"
5.0,"January 11, 2020",Charcoal,Echo,I love the shopping list and turning on radio to channel or music I want
5.0,"December 27, 2019",Charcoal,with $10 Smart Plug,"I have this speaker placed in my living room, I love the clear, crisp sound of this Gen 3 Echo. It works great!"
5.0,"January 3, 2020",Charcoal,Echo,"It's compact so I like that...but the tech is amazing to me (Yes, i'm old..lol) I can start my car, which blew my mind. I set alarms, get weather, etc. I'm still learning to use it and am very newbie at this, but I know there's so many things I can do with it."
5.0,"February 15, 2020",Twilight Blue,Echo,Great sound.  Nice low end as well as treble.Love this speaker.
5.0,"December 3, 2019",Charcoal,Echo,Very happy with the product condition number three is excellent
5.0,"January 22, 2020",Limited Edition (RED),Echo,"Love the Color,  and the speaker is better than my older Alexa!"
5.0,"December 17, 2019",Charcoal,Echo,"I love Alexa😍 you can ask her anything, she might not always have the answer, but most of the time she does. I now listen to my fav radio station through Alexa. Awesome crisp very clear sound. I use Alexa to set the timer when I’m baking, ask her the weather & time & more😉You can ask her to tell you a joke, most of them are very funny😁"
5.0,"January 27, 2020",Limited Edition (RED),Echo,So much sound from this speaker. We love the red color also! Highly recommend this purchase.
4.0,"December 17, 2019",Charcoal,Echo,Very good sound and Alexa is responsive to my voice from anywhere in the room.
5.0,"November 11, 2019",Charcoal,Echo,"So easy to set up. So happy I bought it! Loving the music, etc."
5.0,"February 5, 2020",Sandstone,Echo,Enjoying the ease of use ... great value and unobtrusive in ivory.
5.0,"January 27, 2020",Charcoal,Echo,Really good. Sound decent. But i have it pair with another one and the echo sub.. and is bomb. Really good combination.
5.0,"February 8, 2020",Charcoal,Echo,"Bought the Echo Third Generation for my elderly parents for Christmas. They love it! My Mom will call me just to tell me all about the things she can do with it. I think their favorite thing is being able to have it play the oldies, though. Lol~"
5.0,"January 31, 2020",Twilight Blue,Echo,the device came on time and set up was easy and it works fine.
5.0,"January 30, 2020",Charcoal,Echo,I’ve very happy with it. Easy to set up and good sound quality
5.0,"February 1, 2020",Twilight Blue,Echo,My daughter loves her Alexa! Works great easy to set up! Great sound
5.0,"January 29, 2020",Twilight Blue,Echo,"La pregunta de día es muy buena, aprendes mucho de las preguntas y si respondes mal la explicación te ilustra sobre el tema."
5.0,"January 28, 2020",Charcoal,Echo,"Sound is sensational!  Love thw size, the design, and the price. I got it on a sale and wish I got 2."
5.0,"November 10, 2019",Sandstone,Echo,"This speaker is amazing , the sound quality is exceptional , setup is easy and quick. I can shower and change music without no touch . Very great to have and price is reasonable ."
5.0,"January 19, 2020",Twilight Blue,Echo,"I enjoy the automatic lights on & off & the quality of sound while listening to music, games & when I’m bored asking a lot of questions etc. The only downside, now I’m lazier since Alexa does those things for me 😂"
5.0,"December 10, 2019",Heather Gray,Echo,"The third generation Alexa was easy to connect to our home network and, so far, has performed as advertised. We will give it a good test when everyone arrives for Xmas - especially the grandchildren with their requests."
5.0,"January 13, 2020",Heather Gray,Echo,I’m hooked on it now. This was a gift from my son. I’m adding echoes to other rooms. Love it!!
4.0,"January 15, 2020",Limited Edition (RED),Echo,Great device. Received 4 out of 5 because it became a bit dirty.
5.0,"February 9, 2020",Charcoal,Echo,We love it. From the kids ask it to play jokes or songs to asking the weather.
5.0,"October 28, 2019",Sandstone,Echo,Second install on our second floor - very convenient and works well
5.0,"February 21, 2020",Limited Edition (RED),Echo,The Echo gen 3 is better than ever. Sound is amazing. I have a gen 2 and also has excellent sound. Great all around product.
5.0,"October 23, 2019",Heather Gray,Echo,"The fact that I can request music.... any music, anytime makes Alexa invaluable!"
5.0,"January 19, 2020",Charcoal,Echo,A little difficult to integrate but can halo around the house
5.0,"January 3, 2020",Twilight Blue,Echo,This little speaker is a great speaker to be paired in stereo
5.0,"January 20, 2020",Charcoal,Echo,"Use it for music, alarms, reminders, question and answer. . ."
5.0,"February 4, 2020",Charcoal,Echo,"I have another echo that I use on a different floor, so a second one came in handy."
5.0,"January 21, 2020",Limited Edition (RED),Echo,What a fantastic device. So easy to set up and use. Love the red.
5.0,"January 29, 2020",Charcoal,Echo,I love it but wish I could carry it from room to room without plugging it in and out. My husband has the tap room hat can be put on a charger.
5.0,"December 18, 2019",Twilight Blue,Echo,Love it!  I can’t believe the sound that comes out of this for the size.
5.0,"December 30, 2019",Charcoal,Echo,"User friendly, pleasant to look at, and the sound is superb§!"
5.0,"January 7, 2020",Charcoal,Echo,"This was a gift, something I never would have bought for myself and I would never have known what I was missing! I have the speaker on my desk at home and now have music playing all the time. Alexa finds music on the Amazon playlist that I haven't heard in years-- so fun!"
5.0,"January 11, 2020",Heather Gray,Echo,Great sound. A good improvement from previous generations. I paired two in stereo in my bedroom and the sound quality impressed me. I am very satisfied.
5.0,"February 18, 2020",Sandstone,Echo,More compact than my previous model and sound quality is much better.
4.0,"January 16, 2020",Heather Gray,Echo,"Amazing product and with my adding subscription to Amazon Music, I am loving it even more."
5.0,"January 27, 2020",Charcoal,Echo,The sound is great and the voice recognition is pretty good!
5.0,"December 26, 2019",Limited Edition (RED),Echo,"the voice volume was a little difficult to get in the right spot.  like, it was too loud or to quiet.  but i love it!"
5.0,"January 19, 2020",Charcoal,Echo,"I love my Amazon Echo!  I bought it mostly for listening to the radio and podcasts, but I know there are a lot of other things it will do ---  I just need to take the time and read about it.  I also love that I can tell it to play any song I want to hear.  Oh yeah - Alexa reminds me to let the dog in after she has been outside a while.  Great Product!"
3.0,"January 23, 2020",Twilight Blue,Echo,"Fair voice  recognition, mediocre sound...but still worth it."
4.0,"December 15, 2019",Charcoal,Echo,Sometimes she doesn’t respond to my voice I have to call her multiple times
5.0,"January 14, 2020",Charcoal,Echo,So much louder and better sound than the small one for playing music.  A must have for the family room.
5.0,"January 9, 2020",Charcoal,Echo,Excellent sound quality I already bought a second echo for stereo sound
5.0,"January 5, 2020",Heather Gray,Echo,"I have heard these are fun, but now I know they are. The quality is incredible.  I do recomend this system."
5.0,"December 20, 2019",Twilight Blue,Echo,"The sound is great, and the voice recognition is outstanding."
5.0,"January 7, 2020",Charcoal,Echo,Added it to my original Echo.  The sound quality is so much better.  Now I can talk to it almost anyway where in the house.  Great gift from my son.
4.0,"January 29, 2020",Charcoal,Echo,"Alexa, or Skynet as we call her, is helpful and sounds great for its compact design. Even though I feel like she is the beginning of the downfall of humanity, until that day comes, we will continue to enjoy her for years to come."
5.0,"January 21, 2020",Sandstone,Echo,I love my echo dot!  So useful and great would.  Easy to set up.
5.0,"December 17, 2019",Charcoal,Echo,I have 2 echo dots. We got  this one for the bigger speaker and we’re very happy with it!
5.0,"February 7, 2020",Charcoal,Echo,"Sounds great, speaker is awesome and picks up voice easier."
5.0,"November 29, 2019",Charcoal,Echo,"Love this speaker, it sounds so good will order another one."
5.0,"December 27, 2019",Charcoal,Echo,I love that I can ask her to play music at any time. Also I like that she can add to my shopping list. Haven’t had long enough to use more v
5.0,"February 4, 2020",Charcoal,Echo,I love my Alexa....tells me good morning and good night....:()
5.0,"December 17, 2019",Limited Edition (RED),Echo,"everything a alarm for news music, you name it and it can do it..the sound quality good & its loud for a small device.a great buy for a small price"
5.0,"December 28, 2019",Charcoal,Echo,Very nice inexpensive digital assistant.  Does a great job.
3.0,"December 22, 2019",Charcoal,Echo,"This the speaker sounds good for the price but it always has to be plug in, it does not have a battery to take outside you have to buy one which is inconvenient. It's a good home product but didnt like it because of the battery."
5.0,"December 30, 2019",Charcoal,Echo,"Great sound, upgraded from a gen 2 . I Bought two so I could pair them for stereo sound in the garage. I Love Alexa"
5.0,"January 7, 2020",Heather Gray,Echo,Sending texts to family members and asking Alexa questions is a big plus because the voice recognition works great.
5.0,"January 14, 2020",Sandstone,Echo,"This is a really nice mini boom tube, with nice bass sound."
1.0,"December 29, 2019",Heather Gray,Echo,"I was excited to get this echo, but after innumerable tries, talking to the difficult to understand Indian man, talking to the internet provider, changing my password, restarting devices, resetting devices, it still won't work.  So, back it goes.  Not a big loss as I now have it on my PC, but it was a gift and I don't like failing."
5.0,"February 7, 2020",Charcoal,Echo,Christmas gift for my daughter...she says it sounds great.
5.0,"December 15, 2019",Heather Gray,Echo,I use it to ask what the temperature and write my grocery list.  As a timer.  Like to listen to radio stations
5.0,"February 6, 2020",Limited Edition (RED),Echo,I love it and it’s red for Valentine’s Day excellent sound
5.0,"January 26, 2020",Twilight Blue,Echo,Got this as a gift and I love it.  Have nothing bad to say.
5.0,"January 8, 2020",Charcoal,Echo,Easy to install and a very helpful device around our home!
5.0,"December 24, 2019",Charcoal,Echo,"This is our 4th Alexa, great unit, like the improvements!!"
5.0,"February 2, 2020",Charcoal,Echo,This smart speaker is awesome. I am always learning new things that Alexa can do and get sound ours great. I am impressed with the ease of set up and use.
5.0,"December 21, 2019",Charcoal,Echo,Worked great much better then the echo dot the dot works great but for smaller rooms like bedrooms etc. if your doing a whole home I would recommend this speaker for living room kitchen dining room and the dots for the smaller rooms because it picks up your voice very easily from a farther distance
5.0,"December 31, 2019",Charcoal,Echo,i cant believe i coud get this so cheap.. thanks Amazon for yout deals!
5.0,"December 30, 2019",Charcoal,Echo,We are really enjoying our new Echo !  The sound is amazing !  I had no problem setting this up and we have been having fun with Alexa ever since .  So glad we purchased this Echo !
5.0,"February 1, 2020",Twilight Blue,Echo,I love this much more than the Dot. Worth the extra money
5.0,"January 11, 2020",Charcoal,Echo,I love it! Still learning all the 3rd Generation Echo features and skills. Amazon technical support is fantastic👍
4.0,"January 24, 2020",Charcoal,Echo,Lo único es que tengo problemas para configurar el calendario:(
5.0,"February 3, 2020",Charcoal,Echo,We got her as a Christmas gift. We are able to get her to turn the lamp on but since we live full time in our RV there are limitations as to what we can program her to do.
5.0,"December 13, 2019",Charcoal,Echo,"Love the sound and a new look. Very happy with the reminder. It is the best Alexa speaker for people who are new to smart speakers. I love it! It’s slightly bigger than the previous version, but that extra size also gives it a volume boost, and the equalizer in the app allows you to adjust the sound."
5.0,"January 15, 2020",Charcoal,Echo,"A little smaller than I think the pictures show but it’s still supper good,would 100% recommend for the house or apartment like me."
3.0,"January 29, 2020",Limited Edition (RED),Echo,"Does not work well or reliably with many programs (Fidelity acct, Spotify)."
5.0,"January 16, 2020",Charcoal,Echo,Love it! Blown away by the sound quality. It is comical when Alexa thinks you’re talking to her while binging a tv show where a characters name is Alexis. Constantly lighting up 😂
5.0,"December 26, 2019",Twilight Blue,Echo,Granddaughter couldn't wait to hook it up to the wifi. She loves to talk to our smaller model. This one is bigger.
5.0,"January 4, 2020",Heather Gray,with $10 Smart Plug,Love the Alexa and smart plug. Nice to be able to turn things on when not home. Sound quality is phenomenal.
5.0,"February 13, 2020",Sandstone,Echo,Love that I can put it with my other echo speakers and simultaneously listen to music room to room.
5.0,"January 2, 2020",Charcoal,with $10 Smart Plug,Was bought as a Christmas gift. Has a great sound and easy to activate.
